security,HB_INDUSTRY_SECTOR_ALLOCATION,FUND_SECTOR_ALLOCATION,FUND_GEO_ALLOCATION,FUND_HOLDING_CLASS_LONG,FUND_HOLDINGS,FUND_TOP_HOLDINGS,FUND_CREDIT_QUALITY_DIST,FUND_MATURITY_BREAKDOWN,FUND_MARKET_CAP_BREAKDOWN,FUND_CURRENCY_BREAKDOWN,FUND_REGION_BREAKDOWN
VANGUARD TOTAL WORLD STK ETF US Equity,,,,,,,,,,,
